id,phone,rssi_raw,rssi_median,rssi_kalman,distance
690864300,1,-70,-66,-65.03944535,1.5
716634673,1,-59,-50,-48.00457409,0.5
690864300,1,-71,-66,-65.08614593,1.5
716634673,1,-55,-50,-48.10254833,0.5
716634673,1,-55,-50,-48.1930394,0.5
690864300,1,-67,-67,-65.1756927,1.5
690864300,1,-69,-67,-65.25872402,1.5
716634673,1,-57,-50,-48.27678054,0.5
716634673,1,-55,-50,-48.35442071,0.5
690864300,1,-70,-67,-65.33584783,1.5
690864300,1,-71,-67,-65.40760556,1.5
716634673,1,-56,-55,-48.64565133,0.5
716634673,1,-59,-55,-48.92936556,0.5
690864300,1,-67,-67,-65.47448018,1.5
690864300,1,-69,-69,-65.61874161,1.5
716634673,1,-56,-55,-49.20456732,0.5
690864300,1,-69,-69,-65.75615669,1.5
716634673,1,-57,-56,-49.5163362,0.5
716634673,1,-57,-56.5,-49.84253133,0.5
690864300,1,-70,-69.5,-65.9071097,1.5
690864300,1,-76,-70,-66.07144079,1.5
716634673,1,-74,-57,-50.1831701,0.5
716634673,1,-52,-57,-50.51394872,0.5
690864300,1,-67,-70,-66.229043,1.5
716634673,1,-51,-57,-50.83356495,0.5
690864300,1,-67,-70,-66.37997305,1.5
716634673,1,-52,-57,-51.1410076,0.5
690864300,1,-67,-70,-66.52433025,1.5
716634673,1,-52,-57,-51.43554459,0.5
281371689,0,-39,-40,-20,0.5
281371689,0,-40,-40,-28.23529412,0.5
716634673,1,-52,-56,-51.66617473,0.5
690864300,1,-67,-69,-66.62256801,1.5
281371689,0,-39,-40,-32.12598425,0.5
281371689,0,-40,-40,-34.25093,0.5
690864300,1,-67,-69,-66.71546555,1.5
716634673,1,-51,-55.5,-51.85856527,0.5
281371689,0,-39,-40,-35.54721417,0.5
281371689,0,-39,-40,-36.40452045,0.5
690864300,1,-69,-69,-66.80334011,1.5
716634673,1,-52,-55,-52.01414702,0.5
281371689,0,-42,-40,-37.0065251,0.5
281371689,0,-39,-40,-37.4490049,0.5
281371689,0,-42,-40,-37.78605494,0.5
716634673,1,-51,-55,-52.15925651,0.5
690864300,1,-67,-68,-66.84863894,1.5
281371689,0,-40,-40,-38.05023868,0.5
281371689,0,-40,-40,-38.26219677,0.5
716634673,1,-52,-52,-52.15166563,0.5
690864300,1,-69,-69,-66.92801138,1.5
281371689,0,-39,-40,-38.43558037,0.5
690864300,1,-67,-67,-66.93062594,1.5
281371689,0,-40,-40,-38.57974421,0.5
716634673,1,-52,-52,-52.14475497,0.5
281371689,0,-39,-40,-38.70129433,0.5
690864300,1,-69,-68,-66.96812943,1.5
281371689,0,-40,-40,-38.80501735,0.5
716634673,1,-52,-52,-52.13843749,0.5
281371689,0,-39,-40,-38.89445964,0.5
690864300,1,-67,-67,-66.96922043,1.5
281371689,0,-40,-40,-38.9723003,0.5
716634673,1,-53,-52,-52.13264033,0.5
281371689,0,-39,-40,-39.04059821,0.5
281371689,0,-41,-40,-39.10095981,0.5
716634673,1,-53,-52,-52.12730211,0.5
690864300,1,-67,-67,-66.97023952,1.5
281371689,0,-38,-40,-39.15465565,0.5
281371689,0,-39,-40,-39.20270292,0.5
716634673,1,-52,-52,-52.12237066,0.5
690864300,1,-67,-67,-66.97119357,1.5
281371689,0,-38,-39.5,-39.21881961,0.5
690864300,1,-66,-67,-66.97208862,1.5
690864300,1,-42,-67,-66.97292995,1.5
281371689,0,-42,-39.5,-39.23331954,0.5
716634673,1,-52,-52,-52.11780144,0.5
281371689,0,-38,-39,-39.22184715,0.5
690864300,1,-69,-67,-66.97372226,1.5
716634673,1,-52,-52,-52.11355615,0.5
281371689,0,-39,-39,-39.21142696,0.5
716634673,1,-52,-52,-52.10960172,0.5
281371689,0,-39,-39,-39.20192164,0.5
690864300,1,-67,-67,-66.97446971,1.5
716634673,1,-52,-52,-52.10590938,0.5
281371689,0,-39,-39,-39.19321665,0.5
281371689,0,-40,-39,-39.18521574,0.5
716634673,1,-65,-52,-52.10245405,0.5
690864300,1,-77,-67,-66.97517599,1.5
281371689,0,-49,-39,-39.17783744,0.5
281371689,0,-48,-39,-39.17101234,0.5
690864300,1,-75,-67,-66.97584441,1.5
281371689,0,-49,-40,-39.2017041,0.5
281371689,0,-23,-39.5,-39.21243879,0.5
716634673,1,-69,-52,-52.09921375,0.5
690864300,1,-81,-67,-66.97647794,1.5
281371689,0,-49,-39.5,-39.22245646,0.5
281371689,0,-51,-40,-39.24870435,0.5
716634673,1,-56,-52,-52.0961691,0.5
281371689,0,-54,-40,-39.27342248,0.5
690864300,1,-72,-68,-67.00264175,1.5
281371689,0,-54,-40,-39.29673422,0.5
690864300,1,-75,-68,-67.02774932,1.5
716634673,1,-56,-52,-52.093303,0.5
281371689,0,-47,-40,-39.31875046,0.5
281371689,0,-48,-40,-39.33957106,0.5
281371689,0,-59,-40,-39.35928619,0.5
690864300,1,-75,-69,-67.07665076,1.5
716634673,1,-56,-53,-52.11956752,0.5
281371689,0,-48,-41,-39.40715,0.5
716634673,1,-54,-53,-52.14457161,0.5
690864300,1,-71,-70,-67.14874128,1.5
281371689,0,-57,-42,-39.48181712,0.5
281371689,0,-49,-47,-39.69756031,0.5
716634673,1,-56,-54,-52.19624875,0.5
281371689,0,-47,-47,-39.91612354,0.5
690864300,1,-74,-71.5,-67.25644754,1.5
281371689,0,-49,-48,-40.16766522,0.5
281371689,0,-45,-48,-40.42251048,0.5
716634673,1,-54,-54,-52.24600714,0.5
690864300,1,-71,-71.5,-67.36329837,1.5
281371689,0,-27,-47.5,-40.66241426,0.5
281371689,0,-50,-48,-40.91940976,0.5
281371689,0,-46,-48,-41.17595617,0.5
716634673,1,-53,-54,-52.29392008,0.5
281371689,0,-38,-48,-41.43082576,0.5
690864300,1,-73,-72.5,-67.49467846,1.5
716634673,1,-55,-54.5,-52.35358113,0.5
690864300,1,-76,-74,-67.66502925,1.5
281371689,0,-37,-48,-41.68286346,0.5
281371689,0,-39,-48,-41.93100698,0.5
716634673,1,-54,-55,-52.42476208,0.5
281371689,0,-42,-47.5,-42.15425825,0.5
690864300,1,-77,-75,-67.86405005,1.5
281371689,0,-39,-47.5,-42.37130847,0.5
690864300,1,-74,-74.5,-68.05184202,1.5
281371689,0,-41,-47,-42.56117032,0.5
716634673,1,-53,-54.5,-52.48051775,0.5
281371689,0,-38,-47,-42.74383264,0.5
690864300,1,-64,-74,-68.22608214,1.5
281371689,0,-38,-47,-42.91921511,0.5
716634673,1,-55,-55,-52.54776939,0.5
281371689,0,-36,-47,-43.08730635,0.5
281371689,0,-39,-47,-43.24815479,0.5
716634673,1,-63,-55.5,-52.62640575,0.5
690864300,1,-71,-74,-68.39988465,1.5
281371689,0,-37,-46.5,-43.38137578,0.5
281371689,0,-34,-46.5,-43.50793999,0.5
716634673,1,-65,-56,-52.7164493,0.5
690864300,1,-71,-74,-68.57268671,1.5
281371689,0,-36,-46,-43.60804105,0.5
281371689,0,-41,-43.5,-43.60376899,0.5
690864300,1,-71,-73.5,-68.7281761,1.5
281371689,0,-39,-42,-43.54270285,0.5
716634673,1,-66,-56,-52.8046136,0.5
281371689,0,-37,-41.5,-43.46661964,0.5
716634673,1,-68,-56,-52.89083671,0.5
281371689,0,-34,-41,-43.37630308,0.5
690864300,1,-67,-72.5,-68.84906414,1.5
281371689,0,-37,-41,-43.29037135,0.5
690864300,1,-70,-71.5,-68.93439406,1.5
281371689,0,-38,-39,-43.13720677,0.5
716634673,1,-67,-56,-52.97506853,0.5
281371689,0,-37,-39,-42.98870236,0.5
281371689,0,-38,-39,-42.84497752,0.5
690864300,1,-69,-71,-69.00046257,1.5
716634673,1,-68,-56,-53.05727013,0.5
281371689,0,-36,-39,-42.70610877,0.5
281371689,0,-38,-38,-42.53598393,0.5
716634673,1,-64,-56,-53.13741316,0.5
690864300,1,-71,-71,-69.06367532,1.5
281371689,0,-36,-38,-42.37055394,0.5
690864300,1,-71,-71,-69.12416321,1.5
281371689,0,-34,-38,-42.21004639,0.5
716634673,1,-68,-59.5,-53.31092798,0.5
281371689,0,-36,-38,-42.05463298,0.5
281371689,0,-38,-38,-41.90443322,0.5
690864300,1,-67,-71,-69.18205279,1.5
281371689,0,-37,-38,-41.75951889,0.5
716634673,1,-68,-63.5,-53.5981438,0.5
281371689,0,-36,-38,-41.61991862,0.5
690864300,1,-71,-71,-69.2374661,1.5
716634673,1,-64,-64,-53.91150039,0.5
281371689,0,-37,-37.5,-41.4670733,0.5
281371689,0,-36,-37,-41.30093852,0.5
716634673,1,-67,-64.5,-54.25232406,0.5
690864300,1,-67,-71,-69.29052046,1.5
281371689,0,-37,-37,-41.14008657,0.5
281371689,0,-35,-37,-40.98465403,0.5
716634673,1,-68,-66,-54.65612446,0.5
281371689,0,-40,-37,-40.83472535,0.5
281371689,0,-36,-37,-40.69033789,0.5
690864300,1,-70,-70.5,-69.32646778,1.5
716634673,1,-68,-67,-55.11272416,0.5
281371689,0,-35,-37,-40.55148719,0.5
690864300,1,-71,-70.5,-69.36073768,1.5
690864300,1,-67,-70.5,-69.39343131,1.5
716634673,1,-68,-67.5,-55.60695141,0.5
281371689,0,-35,-37,-40.41813225,0.5
690864300,1,-71,-70.5,-69.42464263,1.5
281371689,0,-35,-36,-40.25277341,0.5
716634673,1,-68,-68,-56.13881012,0.5
690864300,1,-71,-70.5,-69.45445895,1.5
281371689,0,-35,-36.5,-40.11162772,0.5
281371689,0,-35,-36,-39.95720762,0.5
281371689,0,-35,-36,-39.80829884,0.5
281371689,0,-41,-36,-39.66493096,0.5
281371689,0,-34,-36,-39.5270927,0.5
716634673,1,-65,-68,-56.68460241,0.5
690864300,1,-67,-71,-69.49659205,1.5
281371689,0,-34,-36,-39.39473719,0.5
281371689,0,-34,-35,-39.23039099,0.5
716634673,1,-68,-68,-57.23852657,0.5
281371689,0,-34,-35,-39.07144346,0.5
716634673,1,-70,-68,-57.79464082,0.5
281371689,0,-34,-35,-38.91800555,0.5
716634673,1,-65,-68,-58.34714648,0.5
281371689,0,-34,-35,-38.77013793,0.5
281371689,0,-34,-35,-38.62785627,0.5
281371689,0,-34,-35,-38.49113662,0.5
281371689,0,-34,-34.5,-38.34112803,0.5
281371689,0,-43,-34.5,-38.19664283,0.5
281371689,0,-34,-34,-38.03888341,0.5
281371689,0,-33,-34,-37.8866458,0.5
281371689,0,-33,-34,-37.73998105,0.5
281371689,0,-33,-34,-37.59889637,0.5
281371689,0,-32,-34,-37.46336048,0.5
281371689,0,-32,-34,-37.3333089,0.5
281371689,0,-32,-34,-37.208649,0.5
281371689,0,-32,-34,-37.08926485,0.5
281371689,0,-32,-34,-36.97502157,0.5
281371689,0,-41,-34,-36.86576937,0.5
281371689,0,-32,-33,-36.72490937,0.5
281371689,0,-32,-33,-36.58907589,0.5
281371689,0,-32,-32.5,-36.44004531,0.5
281371689,0,-32,-32,-36.27776267,0.5
281371689,0,-44,-32,-36.12047349,0.5
281371689,0,-32,-32,-35.96832046,0.5
281371689,0,-32,-32,-35.8213968,0.5
281371689,0,-32,-32,-35.67975076,0.5
281371689,0,-33,-32,-35.54339039,0.5
281371689,0,-39,-32,-35.41228835,0.5
281371689,0,-40,-32,-35.28638669,0.5
281371689,0,-40,-32,-35.16560137,0.5
281371689,0,-57,-32,-35.04982666,0.5
281371689,0,-61,-32,-34.93893906,0.5
281371689,0,-60,-32,-34.832801,0.5
281371689,0,-61,-33,-34.76710738,0.5
281371689,0,-62,-36,-34.81052354,0.5
281371689,0,-57,-39,-34.95473341,0.5
281371689,0,-57,-39.5,-35.11210114,0.5
281371689,0,-53,-40,-35.28284338,0.5
281371689,0,-63,-40.5,-35.46723895,0.5
281371689,0,-52,-42,-35.70146891,0.5
281371689,0,-58,-48,-36.15395198,0.5
281371689,0,-53,-52,-36.78267795,0.5
281371689,0,-59,-53,-37.49534043,0.5
281371689,0,-53,-53,-38.24870594,0.5
281371689,0,-54,-53,-39.03260205,0.5
281371689,0,-59,-53,-39.83537804,0.5
281371689,0,-54,-53.5,-40.67542304,0.5
281371689,0,-59,-54,-41.54568516,0.5
281371689,0,-54,-54,-42.4039675,0.5
281371689,0,-54,-54,-43.23799373,0.5
281371689,0,-54,-54,-44.03761162,0.5
281371689,0,-54,-54,-44.79513735,0.5
281371689,0,-55,-54,-45.50540308,0.5
281371689,0,-55,-54,-46.16556884,0.5
281371689,0,-56,-55,-46.85254301,0.5
281371689,0,-56,-55.5,-47.52728017,0.5
281371689,0,-56,-56,-48.18941909,0.5
281371689,0,-57,-56,-48.79978759,0.5
281371689,0,-67,-56,-49.35926947,0.5
281371689,0,-57,-56,-49.86989689,0.5
281371689,0,-58,-56,-50.33446789,0.5
281371689,0,-57,-56,-50.75622908,0.5
281371689,0,-56,-56,-51.13862919,0.5
281371689,0,-56,-56,-51.48513866,0.5
281371689,0,-48,-56,-51.7991256,0.5
281371689,0,-55,-56,-52.08377658,0.5
281371689,0,-56,-56,-52.34205133,0.5
281371689,0,-56,-56,-52.57666193,0.5
281371689,0,-57,-56,-52.79006879,0.5
281371689,0,-56,-56,-52.98448758,0.5
281371689,0,-57,-56,-53.16190296,0.5
281371689,0,-58,-56,-53.32408581,0.5
281371689,0,-58,-56,-53.4726122,0.5
281371689,0,-58,-57,-53.66279983,0.5
281371689,0,-58,-57,-53.83923168,0.5
281371689,0,-58,-57,-54.0029672,0.5
281371689,0,-58,-57,-54.15500325,0.5
281371689,0,-68,-57,-54.29627098,0.5
281371689,0,-58,-57,-54.42763516,0.5
281371689,0,-57,-57,-54.54989522,0.5
281371689,0,-58,-57,-54.66378763,0.5
281371689,0,-59,-57.5,-54.79271822,0.5
281371689,0,-58,-58,-54.93595622,0.5
281371689,0,-57,-57.5,-55.04893237,1.5
281371689,0,-57,-57.5,-55.15491042,1.5
281371689,0,-54,-57,-55.23317593,1.5
281371689,0,-63,-57.5,-55.32704941,1.5
281371689,0,-52,-58,-55.43565119,1.5
281371689,0,-60,-58,-55.53834159,1.5
281371689,0,-53,-58,-55.63545878,1.5
281371689,0,-56,-58,-55.72732726,1.5
281371689,0,-52,-58,-55.81425699,1.5
281371689,0,-55,-58,-55.89654276,1.5
281371689,0,-45,-57.5,-55.95594182,1.5
281371689,0,-52,-57.5,-56.0119496,1.5
281371689,0,-56,-57.5,-56.06481212,1.5
281371689,0,-53,-57.5,-56.11475481,1.5
281371689,0,-55,-57,-56.14493694,1.5
281371689,0,-52,-57,-56.17337009,1.5
281371689,0,-55,-57,-56.20019324,1.5
281371689,0,-52,-56.5,-56.20969128,1.5
281371689,0,-70,-56.5,-56.21863189,1.5
281371689,0,-53,-56,-56.21208147,1.5
281371689,0,-59,-56,-56.20589906,1.5
281371689,0,-55,-56,-56.20005486,1.5
281371689,0,-58,-56,-56.19452221,1.5
281371689,0,-52,-55,-56.16231337,1.5
281371689,0,-51,-55,-56.13144102,1.5
716634673,1,-73,-74,-59.22847243,0.5
281371689,0,-53,-55,-56.10183488,1.5
281371689,0,-51,-55,-56.07342892,1.5
716634673,1,-76,-74,-60.13155441,0.5
281371689,0,-53,-54.5,-56.03345983,1.5
281371689,0,-51,-54,-55.98231176,1.5
716634673,1,-69,-73,-60.97529758,0.5
281371689,0,-49,-53,-55.90768684,1.5
281371689,0,-53,-53,-55.83464165,1.5
281371689,0,-51,-53,-55.76320759,1.5
716634673,1,-70,-73,-61.80385966,0.5
281371689,0,-53,-53,-55.69340864,1.5
281371689,0,-49,-53,-55.62526182,1.5
716634673,1,-86,-73,-62.60616612,0.5
281371689,0,-52,-53,-55.55877761,1.5
281371689,0,-51,-53,-55.49396049,1.5
716634673,1,-76,-74,-63.44704914,0.5
281371689,0,-51,-53,-55.43080939,1.5
716634673,1,-72,-73,-64.17274172,0.5
281371689,0,-49,-52.5,-55.35666989,1.5
690864300,1,-98,-98,-70.26438057,1.5
281371689,0,-51,-52,-55.27148694,1.5
716634673,1,-78,-74,-64.92775404,0.5
281371689,0,-48,-52,-55.18787208,1.5
690864300,1,-96,-98,-71.19231808,1.5
281371689,0,-50,-52,-55.10589261,1.5
281371689,0,-51,-52,-55.02560562,1.5
716634673,1,-73,-73,-65.55587791,1.5
690864300,1,-96,-98,-72.29101476,1.5
281371689,0,-53,-52,-54.94705837,0.5
690864300,1,-95,-98,-73.56113587,1.5
281371689,0,-57,-52,-54.87028874,0.5
716634673,1,-81,-73,-66.13332424,1.5
281371689,0,-54,-52,-54.79532572,0.5
281371689,0,-52,-52,-54.72218995,0.5
716634673,1,-70,-73,-66.66159973,1.5
690864300,1,-97,-97,-74.93168822,1.5
281371689,0,-53,-52,-54.65089427,0.5
281371689,0,-56,-52,-54.58144433,0.5
716634673,1,-78,-73,-67.14312817,1.5
281371689,0,-54,-52,-54.51383921,0.5
690864300,1,-95,-97,-76.41732551,3.5
281371689,0,-54,-52,-54.44807193,0.5
281371689,0,-57,-52,-54.38413013,0.5
716634673,1,-81,-74.5,-67.69303126,1.5
690864300,1,-95,-97,-77.98029465,3.5
281371689,0,-54,-52,-54.3219966,0.5
716634673,1,-78,-76,-68.31011311,1.5
281371689,0,-57,-52,-54.26164983,0.5
690864300,1,-95,-97,-79.57575992,3.5
281371689,0,-54,-52.5,-54.21601642,0.5
281371689,0,-55,-53,-54.18478532,0.5
690864300,1,-97,-97,-81.15747032,3.5
716634673,1,-79,-77,-68.95720174,1.5
281371689,0,-54,-53,-54.15476667,0.5
281371689,0,-61,-53,-54.12590195,0.5
716634673,1,-66,-77,-69.5594093,1.5
690864300,1,-97,-97,-82.68351511,3.5
281371689,0,-55,-53,-54.09813581,0.5
281371689,0,-51,-53,-54.07141588,0.5
716634673,1,-70,-77,-70.11628436,1.5
281371689,0,-54,-53,-54.04569259,0.5
690864300,1,-95,-96,-84.02028671,3.5
281371689,0,-55,-54,-54.04461008,0.5
716634673,1,-71,-77,-70.62861747,1.5
281371689,0,-54,-54,-54.04357722,0.5
690864300,1,-96,-96,-85.24382752,8
716634673,1,-71,-74.5,-70.91389286,1.5
281371689,0,-61,-54,-54.04259068,0.5
281371689,0,-54,-54,-54.04164741,0.5
716634673,1,-71,-73,-71.06221301,1.5
281371689,0,-54,-54,-54.04074464,0.5
281371689,0,-54,-54,-54.03987983,0.5
281371689,0,-61,-54,-54.03905063,0.5
716634673,1,-71,-72,-71.12567356,1.5
281371689,0,-54,-54,-54.03825491,0.5
716634673,1,-82,-72,-71.18157611,1.5
281371689,0,-61,-54,-54.03749067,0.5
281371689,0,-54,-54,-54.0367561,0.5
281371689,0,-61,-54,-54.03604949,0.5
716634673,1,-71,-71,-71.17057459,1.5
281371689,0,-54,-54,-54.0353693,0.5
281371689,0,-54,-54,-54.03471407,0.5
716634673,1,-81,-71,-71.16081336,1.5
281371689,0,-55,-54,-54.03408245,0.5
716634673,1,-80,-74.5,-71.34184859,1.5
281371689,0,-51,-54,-54.0334732,0.5
281371689,0,-55,-54,-54.03288516,0.5
281371689,0,-55,-54,-54.03231723,0.5
281371689,0,-70,-54.5,-54.0402596,0.5
281371689,0,-55,-54.5,-54.04797201,0.5
716634673,1,-74,-71,-71.32371237,1.5
281371689,0,-55,-55,-54.06375035,0.5
281371689,0,-55,-55,-54.07915714,0.5
281371689,0,-56,-55,-54.09420238,0.5
281371689,0,-55,-55,-54.10889579,0.5
281371689,0,-55,-55,-54.12324689,0.5
281371689,0,-55,-55,-54.13726491,0.5
281371689,0,-55,-55,-54.15095888,0.5
281371689,0,-54,-55,-54.16433757,0.5
281371689,0,-54,-55,-54.17740952,0.5
281371689,0,-55,-55,-54.19018303,0.5
281371689,0,-56,-55,-54.2026662,0.5
281371689,0,-56,-55,-54.21486687,0.5
281371689,0,-57,-55,-54.22679271,0.5
281371689,0,-57,-55,-54.23845113,0.5
281371689,0,-57,-55,-54.24984936,0.5
281371689,0,-57,-55,-54.26099441,0.5
281371689,0,-70,-55,-54.27189311,0.5
281371689,0,-57,-55,-54.28255207,0.5
281371689,0,-57,-56,-54.30750932,0.5
281371689,0,-57,-56,-54.3321619,0.5
281371689,0,-57,-56.5,-54.36380406,0.5
281371689,0,-54,-56,-54.38784548,0.5
281371689,0,-55,-56,-54.41156698,0.5
281371689,0,-55,-56,-54.43496638,0.5
281371689,0,-55,-56.5,-54.4654142,0.5
281371689,0,-55,-56.5,-54.49557862,0.5
281371689,0,-55,-56.5,-54.5254486,0.5
281371689,0,-56,-57,-54.56250041,0.5
281371689,0,-56,-56.5,-54.5917795,0.5
281371689,0,-56,-56,-54.61314344,0.5
281371689,0,-47,-56,-54.63415629,0.5
281371689,0,-70,-56,-54.65482033,0.5
281371689,0,-56,-56,-54.67513813,0.5
281371689,0,-56,-56,-54.69511247,0.5
281371689,0,-56,-56,-54.71474637,0.5
281371689,0,-56,-56,-54.73404307,0.5
281371689,0,-55,-56,-54.75300597,0.5
281371689,0,-58,-56,-54.77163865,0.5
281371689,0,-57,-56,-54.78994485,0.5
281371689,0,-57,-56,-54.80792846,0.5
281371689,0,-57,-56,-54.82559346,0.5
281371689,0,-57,-56,-54.84294397,0.5
281371689,0,-57,-56,-54.85998419,0.5
281371689,0,-58,-56,-54.87671842,0.5
281371689,0,-57,-56.5,-54.90046557,0.5
281371689,0,-57,-57,-54.93122122,0.5
281371689,0,-47,-57,-54.96170664,0.5
281371689,0,-47,-57,-54.99190994,0.5
281371689,0,-56,-56.5,-55.01437258,1.5
281371689,0,-56,-57,-55.0439469,1.5
281371689,0,-56,-56.5,-55.06573332,1.5
281371689,0,-70,-57,-55.09465742,1.5
281371689,0,-70,-57,-55.12326405,1.5
281371689,0,-56,-57,-55.15154536,1.5
281371689,0,-56,-57,-55.17949417,1.5
281371689,0,-56,-57,-55.20710402,1.5
281371689,0,-56,-57,-55.23436913,1.5
281371689,0,-56,-57,-55.26128436,1.5
281371689,0,-58,-57,-55.28784523,1.5
281371689,0,-57,-57,-55.31404789,1.5
281371689,0,-55,-56.5,-55.33222539,1.5
281371689,0,-54,-56,-55.34242382,1.5
281371689,0,-55,-56,-55.35238048,1.5
281371689,0,-57,-56,-55.36210269,1.5
281371689,0,-57,-56,-55.3715975,1.5
281371689,0,-57,-56,-55.38087173,1.5
281371689,0,-47,-56,-55.38993195,1.5
281371689,0,-47,-56,-55.39878451,1.5
281371689,0,-57,-56,-55.40743554,1.5
281371689,0,-58,-56,-55.41589095,1.5
281371689,0,-57,-56,-55.42415646,1.5
281371689,0,-57,-57,-55.44627111,1.5
281371689,0,-57,-57,-55.46810774,1.5
281371689,0,-58,-57,-55.48966432,1.5
281371689,0,-57,-57,-55.51093917,1.5
716634673,1,-74,-77,-71.61061483,1.5
281371689,0,-57,-57,-55.53193097,1.5
281371689,0,-57,-57,-55.55263875,1.5
281371689,0,-54,-57,-55.57306184,1.5
281371689,0,-55,-57,-55.59319991,1.5
716634673,1,-83,-80,-72.03599659,1.5
281371689,0,-54,-57,-55.61305289,1.5
281371689,0,-49,-57,-55.63262103,1.5
281371689,0,-49,-57,-55.6519048,1.5
281371689,0,-53,-57,-55.67090497,1.5
281371689,0,-54,-57,-55.68962252,1.5
716634673,1,-83,-80.5,-72.47693294,1.5
281371689,0,-54,-56,-55.69398932,1.5
281371689,0,-54,-54.5,-55.67737306,1.5
281371689,0,-53,-55,-55.66796625,1.5
716634673,1,-70,-80.5,-72.9060291,1.5
281371689,0,-56,-54.5,-55.65186178,1.5
281371689,0,-60,-55,-55.64289372,1.5
281371689,0,-54,-54.5,-55.6272839,1.5
281371689,0,-59,-54.5,-55.6119235,1.5
281371689,0,-60,-54.5,-55.59680987,1.5
281371689,0,-54,-54,-55.57516169,1.5
281371689,0,-63,-54,-55.55376077,1.5
716634673,1,-75,-75,-73.02039816,1.5
281371689,0,-62,-54,-55.53260998,1.5
281371689,0,-55,-54.5,-55.51852968,1.5
281371689,0,-71,-55,-55.51148325,1.5
281371689,0,-71,-55,-55.5045907,1.5
716634673,1,-74,-74.5,-73.09854598,1.5
281371689,0,-50,-55,-55.49784757,1.5
281371689,0,-54,-54,-55.47799663,1.5
716634673,1,-70,-74,-73.14440443,1.5
281371689,0,-59,-54.5,-55.46501573,1.5
281371689,0,-54,-54,-55.44564016,1.5
281371689,0,-51,-54,-55.42649762,1.5
281371689,0,-53,-54,-55.40758949,1.5
716634673,1,-76,-75,-73.23500216,1.5
281371689,0,-50,-54,-55.38891686,1.5
281371689,0,-50,-54,-55.37048061,1.5
281371689,0,-53,-54,-55.35228134,1.5
716634673,1,-70,-74.5,-73.29493033,1.5
281371689,0,-52,-54,-55.33431944,1.5
281371689,0,-55,-54,-55.31659505,1.5
281371689,0,-54,-54,-55.29910814,1.5
716634673,1,-70,-74,-73.32720653,1.5
281371689,0,-55,-54,-55.28185844,1.5
281371689,0,-51,-54,-55.2648455,1.5
281371689,0,-55,-54,-55.24806869,1.5
716634673,1,-69,-74,-73.35685554,1.5
281371689,0,-54,-54,-55.2315272,1.5
281371689,0,-51,-54,-55.21522006,1.5
281371689,0,-53,-54,-55.19914614,1.5
716634673,1,-70,-73,-73.34169618,1.5
281371689,0,-52,-54,-55.18330417,1.5
281371689,0,-54,-54,-55.16769276,1.5
281371689,0,-51,-54,-55.15231035,1.5
716634673,1,-82,-73.5,-73.34816904,1.5
281371689,0,-52,-54,-55.1371553,1.5
281371689,0,-54,-54,-55.12222585,1.5
281371689,0,-55,-54,-55.10752012,1.5
716634673,1,-82,-74,-73.37381357,1.5
281371689,0,-51,-54,-55.09303616,1.5
716634673,1,-82,-74,-73.39766528,1.5
281371689,0,-55,-54,-55.07877191,1.5
281371689,0,-54,-54,-55.06472525,1.5
281371689,0,-48,-54,-55.05089397,1.5
281371689,0,-48,-54,-55.0372758,1.5
281371689,0,-51,-54,-55.02386842,1.5
