id,phone,rssi_raw,rssi_median,distance
509757740,1,-91.0,-88.0,3.5
509757740,1,-84.0,-88.0,3.5
509757740,1,-91.0,-88.0,3.5
509757740,1,-93.0,-89.0,3.5
509757740,1,-84.0,-88.0,3.5
509757740,1,-84.0,-88.5,3.5
509757740,1,-85.0,-88.5,3.5
509757740,1,-85.0,-88.5,3.5
509757740,1,-86.0,-88.5,3.5
509757740,1,-82.0,-88.5,3.5
509757740,1,-82.0,-88.0,3.5
509757740,1,-92.0,-88.0,3.5
509757740,1,-83.0,-88.0,3.5
509757740,1,-81.0,-86.5,3.5
509757740,1,-86.0,-86.0,3.5
509757740,1,-85.0,-85.5,3.5
509757740,1,-70.0,-84.5,3.5
509757740,1,-62.0,-84.0,3.5
509757740,1,-70.0,-83.0,3.5
509757740,1,-62.0,-82.5,3.5
509757740,1,-66.0,-82.0,3.5
509757740,1,-66.0,-81.0,3.5
509757740,1,-77.0,-77.0,3.5
509757740,1,-72.0,-72.0,3.5
509757740,1,-73.0,-72.0,3.5
509757740,1,-71.0,-71.5,3.5
509757740,1,-58.0,-70.5,3.5
509757740,1,-58.0,-70.0,3.5
509757740,1,-60.0,-68.0,3.5
509757740,1,-61.0,-66.0,3.5
509757740,1,-70.0,-66.0,3.5
509757740,1,-77.0,-68.0,3.5
509757740,1,-90.0,-70.0,3.5
509757740,1,-87.0,-70.0,3.5
509757740,1,-85.0,-70.0,3.5
509757740,1,-91.0,-70.0,3.5
509757740,1,-91.0,-70.0,3.5
509757740,1,-92.0,-70.5,3.5
509757740,1,-90.0,-71.5,3.5
509757740,1,-93.0,-72.0,3.5
509757740,1,-89.0,-75.0,3.5
509757740,1,-91.0,-77.0,3.5
509757740,1,-94.0,-81.0,3.5
509757740,1,-88.0,-86.0,3.5
509757740,1,-91.0,-87.0,3.5
509757740,1,-92.0,-88.0,3.5
509757740,1,-93.0,-89.0,3.5
509757740,1,-93.0,-90.0,3.5
509757740,1,-92.0,-90.5,3.5
509757740,1,-89.0,-90.0,3.5
509757740,1,-94.0,-91.0,3.5
509757740,1,-73.0,-91.0,3.5
509757740,1,-74.0,-91.0,3.5
509757740,1,-84.0,-91.0,3.5
509757740,1,-97.0,-91.0,3.5
509757740,1,-95.0,-91.0,3.5
509757740,1,-98.0,-91.5,3.5
509757740,1,-92.0,-92.0,3.5
509757740,1,-98.0,-92.0,3.5
509757740,1,-95.0,-92.0,3.5
509757740,1,-95.0,-92.0,3.5
509757740,1,-90.0,-92.0,3.5
509757740,1,-97.0,-92.0,3.5
509757740,1,-94.0,-93.0,3.5
509757740,1,-91.0,-92.5,3.5
509757740,1,-94.0,-93.0,3.5
509757740,1,-90.0,-93.0,3.5
509757740,1,-94.0,-93.5,3.5
509757740,1,-90.0,-93.5,3.5
509757740,1,-74.0,-93.0,3.5
509757740,1,-73.0,-93.0,3.5
509757740,1,-77.0,-93.0,3.5
509757740,1,-87.0,-93.0,3.5
509757740,1,-77.0,-91.0,3.5
509757740,1,-77.0,-90.0,3.5
509757740,1,-87.0,-90.0,3.5
509757740,1,-87.0,-87.0,3.5
509757740,1,-90.0,-87.0,3.5
509757740,1,-83.0,-80.0,3.5
509757740,1,-79.0,-87.5,3.5
509757740,1,-79.0,-87.0,3.5
509757740,1,-79.0,-87.0,3.5
509757740,1,-93.0,-87.0,3.5
509757740,1,-83.0,-87.0,3.5
509757740,1,-95.0,-87.0,3.5
509757740,1,-77.0,-86.5,3.5
509757740,1,-89.0,-87.0,3.5
509757740,1,-80.0,-85.0,3.5
509757740,1,-93.0,-85.0,3.5
509757740,1,-94.0,-86.0,3.5
509757740,1,-79.0,-83.0,3.5
509757740,1,-88.0,-88.0,3.5
509757740,1,-79.0,-85.5,3.5
509757740,1,-80.0,-85.5,3.5
509757740,1,-79.0,-83.0,3.5
509757740,1,-90.0,-83.0,3.5
509757740,1,-89.0,-84.0,3.5
509757740,1,-80.0,-80.0,3.5
509757740,1,-79.0,-80.0,3.5
509757740,1,-79.0,-80.0,3.5
509757740,1,-77.0,-85.0,3.5
509757740,1,-78.0,-77.5,3.5
509757740,1,-77.0,-77.0,3.5
509757740,1,-80.0,-77.5,3.5
509757740,1,-76.0,-77.0,3.5
509757740,1,-83.0,-77.0,3.5
509757740,1,-77.0,-77.0,3.5
509757740,1,-76.0,-77.0,3.5
509757740,1,-76.0,-77.0,3.5
509757740,1,-76.0,-77.0,3.5
509757740,1,-83.0,-77.0,3.5
509757740,1,-83.0,-77.0,3.5
509757740,1,-76.0,-77.0,3.5
509757740,1,-87.0,-85.0,3.5
509757740,1,-87.0,-87.0,3.5
509757740,1,-90.0,-88.5,3.5
509757740,1,-89.0,-89.0,3.5
509757740,1,-88.0,-89.0,3.5
509757740,1,-98.0,-89.0,3.5
509757740,1,-92.0,-89.0,3.5
509757740,1,-94.0,-89.5,3.5
509757740,1,-94.0,-90.0,3.5
509757740,1,-81.0,-89.5,3.5
509757740,1,-71.0,-89.0,3.5
509757740,1,-68.0,-89.0,3.5
509757740,1,-63.0,-88.5,3.5
509757740,1,-56.0,-88.5,3.5
509757740,1,-77.0,-86.5,3.5
509757740,1,-71.0,-81.0,3.5
509757740,1,-47.0,-71.0,3.5
509757740,1,-50.0,-71.0,3.5
509757740,1,-47.0,-68.0,3.5
509757740,1,-44.0,-45.5,3.5
509757740,1,-47.0,-46.0,3.5
509757740,1,-45.0,-45.0,3.5
509757740,1,-44.0,-45.0,3.5
509757740,1,-44.0,-45.0,3.5
509757740,1,-45.0,-45.0,3.5
509757740,1,-44.0,-45.0,3.5
509757740,1,-49.0,-45.0,3.5
509757740,1,-47.0,-45.0,3.5
509757740,1,-61.0,-45.0,3.5
509757740,1,-53.0,-45.0,3.5
509757740,1,-67.0,-45.0,3.5
509757740,1,-62.0,-45.0,3.5
509757740,1,-69.0,-46.0,3.5
509757740,1,-65.0,-47.0,3.5
509757740,1,-71.0,-48.0,3.5
509757740,1,-82.0,-51.0,3.5
509757740,1,-79.0,-57.0,3.5
509757740,1,-81.0,-61.0,3.5
509757740,1,-66.0,-61.5,3.5
509757740,1,-62.0,-62.0,3.5
509757740,1,-77.0,-62.0,3.5
509757740,1,-71.0,-65.0,3.5
509757740,1,-70.0,-66.5,3.5
509757740,1,-70.0,-67.0,3.5
509757740,1,-68.0,-67.5,3.5
509757740,1,-68.0,-68.0,3.5
509757740,1,-69.0,-68.5,3.5
509757740,1,-67.0,-68.5,3.5
509757740,1,-68.0,-68.0,3.5
509757740,1,-60.0,-68.0,3.5
509757740,1,-45.0,-68.5,3.5
509757740,1,-48.0,-48.0,3.5
509757740,1,-51.0,-48.0,1.5
509757740,1,-45.0,-48.0,1.5
509757740,1,-50.0,-48.0,1.5
509757740,1,-51.0,-48.0,1.5
509757740,1,-48.0,-48.0,1.5
509757740,1,-46.0,-48.0,1.5
509757740,1,-48.0,-48.0,1.5
509757740,1,-46.0,-48.0,1.5
509757740,1,-45.0,-48.0,1.5
509757740,1,-46.0,-48.0,1.5
509757740,1,-51.0,-48.0,1.5
509757740,1,-50.0,-48.0,1.5
509757740,1,-45.0,-48.0,1.5
509757740,1,-48.0,-48.0,1.5
509757740,1,-45.0,-48.0,1.5
509757740,1,-48.0,-48.0,1.5
509757740,1,-51.0,-50.0,1.5
509757740,1,-51.0,-49.0,1.5
509757740,1,-49.0,-48.0,1.5
509757740,1,-50.0,-48.0,1.5
509757740,1,-48.0,-48.0,1.5
509757740,1,-63.0,-55.0,1.5
509757740,1,-63.0,-61.0,1.5
509757740,1,-84.0,-62.0,1.5
509757740,1,-67.0,-62.0,1.5
509757740,1,-60.0,-62.0,1.5
509757740,1,-67.0,-62.5,1.5
509757740,1,-86.0,-63.0,1.5
509757740,1,-93.0,-63.0,1.5
509757740,1,-81.0,-65.0,1.5
509757740,1,-86.0,-67.0,1.5
509757740,1,-81.0,-83.5,1.5
509757740,1,-91.0,-86.0,1.5
509757740,1,-97.0,-87.0,1.5
509757740,1,-85.0,-86.5,1.5
509757740,1,-77.0,-78.0,1.5
509757740,1,-79.0,-79.5,1.5
509757740,1,-78.0,-79.0,1.5
509757740,1,-78.0,-78.5,1.5
509757740,1,-80.0,-79.0,1.5
509757740,1,-81.0,-79.5,1.5
509757740,1,-78.0,-79.0,1.5
509757740,1,-78.0,-78.5,1.5
509757740,1,-77.0,-78.0,1.5
509757740,1,-78.0,-78.0,1.5
509757740,1,-77.0,-78.0,1.5
509757740,1,-80.0,-78.0,1.5
509757740,1,-77.0,-78.0,1.5
509757740,1,-77.0,-78.0,1.5
509757740,1,-80.0,-78.0,1.5
509757740,1,-79.0,-78.0,1.5
509757740,1,-80.0,-78.0,1.5
509757740,1,-80.0,-78.0,1.5
509757740,1,-80.0,-78.0,1.5
509757740,1,-79.0,-79.0,1.5
509757740,1,-81.0,-79.0,1.5
509757740,1,-79.0,-80.0,1.5
509757740,1,-79.0,-79.5,1.5
509757740,1,-81.0,-78.0,1.5
509757740,1,-79.0,-77.0,1.5
509757740,1,-78.0,-77.0,1.5
509757740,1,-79.0,-78.0,1.5
509757740,1,-79.0,-78.0,1.5
509757740,1,-80.0,-79.0,1.5
509757740,1,-80.0,-79.0,1.5
509757740,1,-79.0,-79.0,1.5
509757740,1,-78.0,-79.0,1.5
509757740,1,-78.0,-79.0,1.5
509757740,1,-81.0,-79.0,1.5
509757740,1,-77.0,-79.0,1.5
509757740,1,-78.0,-78.5,1.5
509757740,1,-81.0,-79.0,1.5
509757740,1,-80.0,-79.0,1.5
509757740,1,-80.0,-79.0,1.5
509757740,1,-79.0,-79.0,1.5
509757740,1,-79.0,-79.0,1.5
509757740,1,-79.0,-79.0,1.5
509757740,1,-81.0,-79.0,1.5
509757740,1,-80.0,-79.0,1.5
509757740,1,-80.0,-79.5,1.5
509757740,1,-83.0,-80.0,1.5
509757740,1,-79.0,-79.0,1.5
509757740,1,-77.0,-79.0,1.5
509757740,1,-79.0,-79.0,1.5
509757740,1,-77.0,-79.0,1.5
509757740,1,-80.0,-79.5,1.5
509757740,1,-78.0,-79.5,1.5
509757740,1,-78.0,-78.5,1.5
509757740,1,-78.0,-78.0,1.5
509757740,1,-77.0,-78.0,1.5
509757740,1,-78.0,-78.0,1.5
509757740,1,-78.0,-78.0,1.5
509757740,1,-77.0,-78.0,1.5
509757740,1,-83.0,-83.0,1.5
509757740,1,-80.0,-83.0,1.5
509757740,1,-82.0,-82.5,1.5
509757740,1,-84.0,-83.0,1.5
509757740,1,-84.0,-82.5,1.5
509757740,1,-83.0,-83.0,1.5
509757740,1,-80.0,-82.5,1.5
509757740,1,-85.0,-84.0,1.5
509757740,1,-85.0,-84.0,1.5
509757740,1,-79.0,-84.0,1.5
509757740,1,-85.0,-84.0,1.5
509757740,1,-78.0,-84.0,1.5
509757740,1,-81.0,-84.0,1.5
509757740,1,-87.0,-84.0,1.5
509757740,1,-78.0,-84.0,3.5
509757740,1,-78.0,-84.0,3.5
509757740,1,-78.0,-84.0,3.5
509757740,1,-84.0,-84.0,3.5
509757740,1,-78.0,-82.5,3.5
509757740,1,-78.0,-81.0,3.5
509757740,1,-85.0,-79.0,3.5
509757740,1,-85.0,-79.0,3.5
509757740,1,-87.0,-80.0,3.5
509757740,1,-79.0,-80.0,3.5
509757740,1,-85.0,-81.5,3.5
509757740,1,-80.0,-83.0,3.5
509757740,1,-84.0,-83.0,3.5
509757740,1,-84.0,-82.5,3.5
509757740,1,-83.0,-82.5,3.5
509757740,1,-79.0,-82.0,3.5
509757740,1,-83.0,-82.0,3.5
509757740,1,-80.0,-82.0,3.5
509757740,1,-81.0,-81.5,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-80.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-80.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-80.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-80.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-84.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-83.0,-81.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-81.0,-81.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-79.0,-79.0,3.5
509757740,1,-78.0,-78.5,3.5
509757740,1,-81.0,-78.5,3.5
509757740,1,-78.0,-78.0,3.5
509757740,1,-78.0,-78.0,3.5
509757740,1,-77.0,-78.0,3.5
509757740,1,-78.0,-78.0,3.5
509757740,1,-80.0,-78.0,3.5
509757740,1,-78.0,-78.0,3.5
509757740,1,-81.0,-78.0,3.5
509757740,1,-81.0,-78.0,3.5
509757740,1,-81.0,-78.5,3.5
509757740,1,-77.0,-78.0,3.5
509757740,1,-82.0,-78.0,3.5
509757740,1,-77.0,-78.0,3.5
509757740,1,-77.0,-78.0,3.5
509757740,1,-81.0,-78.0,3.5
509757740,1,-78.0,-78.0,3.5
509757740,1,-78.0,-78.0,3.5
509757740,1,-80.0,-80.0,3.5
509757740,1,-78.0,-78.0,3.5
509757740,1,-77.0,-78.0,3.5
509757740,1,-77.0,-77.5,3.5
509757740,1,-80.0,-77.5,3.5
509757740,1,-80.0,-78.0,3.5
509757740,1,-81.0,-78.5,3.5
509757740,1,-81.0,-79.0,3.5
509757740,1,-82.0,-79.0,3.5
509757740,1,-80.0,-79.0,3.5
509757740,1,-78.0,-79.0,3.5
509757740,1,-79.0,-79.0,3.5
509757740,1,-80.0,-79.0,3.5
509757740,1,-80.0,-79.0,3.5
509757740,1,-78.0,-79.0,3.5
509757740,1,-78.0,-79.0,3.5
509757740,1,-79.0,-79.0,3.5
509757740,1,-78.0,-79.0,3.5
509757740,1,-83.0,-79.5,3.5
509757740,1,-81.0,-80.0,3.5
509757740,1,-81.0,-80.0,3.5
509757740,1,-82.0,-80.0,3.5
509757740,1,-83.0,-80.0,3.5
509757740,1,-84.0,-80.5,3.5
509757740,1,-81.0,-80.5,3.5
509757740,1,-80.0,-80.0,3.5
509757740,1,-83.0,-80.0,3.5
509757740,1,-80.0,-80.0,3.5
509757740,1,-80.0,-80.0,3.5
509757740,1,-80.0,-80.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-79.0,-81.0,3.5
509757740,1,-82.0,-81.0,3.5
509757740,1,-83.0,-81.5,3.5
509757740,1,-83.0,-82.0,3.5
509757740,1,-83.0,-81.5,3.5
509757740,1,-53.0,-49.5,3.5
509757740,1,-50.0,-50.0,3.5
509757740,1,-46.0,-50.0,3.5
509757740,1,-52.0,-50.0,3.5
509757740,1,-53.0,-53.0,3.5
509757740,1,-52.0,-53.0,3.5
509757740,1,-46.0,-52.5,3.5
509757740,1,-49.0,-52.0,3.5
509757740,1,-53.0,-52.5,3.5
509757740,1,-49.0,-52.5,3.5
509757740,1,-53.0,-53.0,3.5
509757740,1,-52.0,-52.5,3.5
509757740,1,-51.0,-52.0,3.5
509757740,1,-51.0,-52.0,3.5
509757740,1,-52.0,-52.0,3.5
509757740,1,-49.0,-52.0,1.5
509757740,1,-52.0,-52.0,1.5
509757740,1,-49.0,-51.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-47.0,-50.0,1.5
509757740,1,-47.0,-48.5,1.5
509757740,1,-50.0,-47.0,1.5
509757740,1,-50.0,-50.5,1.5
509757740,1,-50.0,-50.5,1.5
509757740,1,-53.0,-51.0,1.5
509757740,1,-46.0,-51.0,1.5
509757740,1,-49.0,-51.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-53.0,-50.5,1.5
509757740,1,-47.0,-50.0,1.5
509757740,1,-53.0,-50.5,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-53.0,-50.0,1.5
509757740,1,-51.0,-50.0,1.5
509757740,1,-53.0,-50.0,1.5
509757740,1,-53.0,-50.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-51.0,-50.0,1.5
509757740,1,-47.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-53.0,-50.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-53.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-50.0,-50.5,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.5,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-50.0,-50.0,1.5
509757740,1,-46.0,-50.0,1.5
509757740,1,-50.0,-50.0,0.5
509757740,1,-45.0,-46.0,0.5
509757740,1,-49.0,-46.0,0.5
509757740,1,-46.0,-46.0,0.5
509757740,1,-49.0,-47.5,0.5
509757740,1,-48.0,-47.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-45.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-50.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-49.0,-49.0,0.5
509757740,1,-46.0,-49.0,0.5
509757740,1,-49.0,-47.5,0.5
509757740,1,-85.0,-68.5,0.5
509757740,1,-94.0,-74.0,0.5
509757740,1,-93.0,-78.5,0.5
509757740,1,-98.0,-80.0,0.5
509757740,1,-92.0,-80.5,0.5
509757740,1,-96.0,-81.0,0.5
509757740,1,-92.0,-83.0,0.5
509757740,1,-94.0,-85.0,0.5
509757740,1,-88.0,-86.5,0.5
509757740,1,-96.0,-90.0,0.5
509757740,1,-95.0,-92.0,0.5
509757740,1,-93.0,-92.0,0.5
509757740,1,-94.0,-92.5,0.5
509757740,1,-98.0,-93.0,0.5
509757740,1,-96.0,-93.0,0.5
509757740,1,-97.0,-93.5,0.5
509757740,1,-97.0,-94.0,0.5
509757740,1,-94.0,-94.0,0.5
509757740,1,-89.0,-94.0,0.5
509757740,1,-96.0,-95.5,1.5
